epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,219.627,1.17135,1.33138,1.46528,0.82742,0.72423,0.81163,0.47834,1.44663,1.15843,1.58255,0.000770034,0.000770034,0.000770034
33,226.735,1.11517,1.27307,1.43757,0.76295,0.81094,0.80415,0.40961,1.66724,1.1644,1.81927,0.000759035,0.000759035,0.000759035
34,233.735,1.12112,1.25221,1.43529,0.78734,0.7673,0.8449,0.4819,1.3157,1.03204,1.47569,0.000748036,0.000748036,0.000748036
35,240.701,1.10222,1.23082,1.42422,0.821,0.80483,0.82028,0.48436,1.37198,1.01779,1.54702,0.000737037,0.000737037,0.000737037
36,247.62,1.10905,1.22191,1.41983,0.87103,0.76824,0.84802,0.49465,1.49742,1.06438,1.69022,0.000726038,0.000726038,0.000726038
37,254.722,1.07791,1.20498,1.40655,0.77108,0.73208,0.78583,0.48539,1.41896,1.12601,1.61361,0.00071504,0.00071504,0.00071504
38,261.632,1.07544,1.19678,1.41016,0.59667,0.70559,0.70308,0.45574,1.3899,1.23576,1.55492,0.000704041,0.000704041,0.000704041
39,268.69,1.08774,1.19664,1.40614,0.8315,0.6404,0.76515,0.48988,1.37167,1.09813,1.52169,0.000693042,0.000693042,0.000693042
40,275.818,1.08771,1.18232,1.41651,0.88932,0.73145,0.8484,0.53409,1.39061,1.0661,1.53995,0.000682043,0.000682043,0.000682043
41,282.92,1.07859,1.21131,1.42229,0.68366,0.69235,0.72139,0.40042,1.4424,1.20541,1.5963,0.000671044,0.000671044,0.000671044
42,289.855,1.08503,1.14808,1.41444,0.781,0.89162,0.92796,0.5912,1.2468,0.97541,1.40686,0.000660045,0.000660045,0.000660045
43,297.005,1.09005,1.179,1.40008,0.92743,0.88894,0.93575,0.56001,1.29192,0.91209,1.53046,0.000649046,0.000649046,0.000649046
44,304.031,1.05601,1.16466,1.41051,0.931,0.77822,0.89066,0.58845,1.16507,1.02918,1.38418,0.000638047,0.000638047,0.000638047
45,311.023,1.0409,1.12023,1.39301,0.85866,0.79896,0.87499,0.54481,1.33472,0.97261,1.51634,0.000627048,0.000627048,0.000627048
46,318.142,1.01079,1.08593,1.36923,0.72726,0.83807,0.84346,0.53858,1.27619,1.00885,1.45415,0.000616049,0.000616049,0.000616049
47,325.268,1.01124,1.08434,1.35823,0.81688,0.78225,0.85379,0.54147,1.28606,0.98174,1.49007,0.000605051,0.000605051,0.000605051
48,332.541,1.04019,1.09447,1.38961,0.87795,0.77452,0.86055,0.50522,1.40308,0.96434,1.60193,0.000594052,0.000594052,0.000594052
49,339.468,1.03533,1.12175,1.37748,0.91149,0.72803,0.85298,0.52153,1.27411,1.03667,1.44841,0.000583053,0.000583053,0.000583053
50,346.487,1.00258,1.04877,1.35918,0.86488,0.79209,0.85073,0.52412,1.21104,0.93337,1.4226,0.000572054,0.000572054,0.000572054
51,353.43,1.01507,1.05633,1.35569,0.84396,0.79483,0.83247,0.50188,1.36383,1.11093,1.54572,0.000561055,0.000561055,0.000561055
52,360.462,0.9888,1.00525,1.33577,0.87248,0.88495,0.93642,0.58238,1.22241,0.78694,1.37442,0.000550056,0.000550056,0.000550056
53,367.549,0.9819,1.02369,1.34133,0.8369,0.94977,0.96034,0.59237,1.26621,0.8391,1.44061,0.000539057,0.000539057,0.000539057
54,374.61,0.99382,1.00408,1.34246,0.78263,0.90107,0.93327,0.58206,1.15973,0.79794,1.42269,0.000528058,0.000528058,0.000528058
55,381.675,1.02918,1.06851,1.36495,0.94852,0.78597,0.89778,0.56816,1.27308,0.98076,1.45685,0.000517059,0.000517059,0.000517059
56,388.767,0.9808,1.01008,1.34009,0.7096,0.78047,0.81759,0.51004,1.20269,0.94476,1.41466,0.00050606,0.00050606,0.00050606
57,395.862,0.96645,0.99716,1.32206,0.94686,0.76782,0.83898,0.56737,1.19377,0.94617,1.39119,0.000495062,0.000495062,0.000495062
58,403.044,0.96378,1.00496,1.31739,0.77594,0.96552,0.9063,0.60722,1.12618,0.80056,1.35052,0.000484063,0.000484063,0.000484063
59,410.235,0.97633,0.99245,1.34038,0.84842,0.83172,0.87956,0.5483,1.20905,0.90731,1.41226,0.000473064,0.000473064,0.000473064
60,417.179,0.97176,1.02827,1.34843,0.73921,0.82403,0.85128,0.54901,1.09916,0.96221,1.33875,0.000462065,0.000462065,0.000462065
61,424.396,0.97208,0.99664,1.33329,0.83215,0.73932,0.81672,0.54611,1.02588,1.01972,1.29489,0.000451066,0.000451066,0.000451066
62,432.235,0.97061,1.01063,1.33664,0.81918,0.81716,0.84391,0.56122,1.09295,0.95421,1.33878,0.000440067,0.000440067,0.000440067
63,440.44,0.93911,0.94768,1.32145,0.78099,0.80172,0.8733,0.53012,1.20336,0.86869,1.42724,0.000429068,0.000429068,0.000429068
64,448.544,0.93467,0.95417,1.30469,0.72472,0.82261,0.84763,0.50879,1.13172,0.90091,1.38056,0.000418069,0.000418069,0.000418069
65,456.493,0.89613,0.88221,1.27751,0.80061,0.80107,0.84778,0.54274,1.14208,0.87648,1.38714,0.00040707,0.00040707,0.00040707
66,464.136,0.89817,0.91704,1.28275,0.75135,0.83095,0.83825,0.5203,1.16231,0.86988,1.42285,0.000396071,0.000396071,0.000396071
67,472.093,0.90333,0.91424,1.29038,0.83278,0.83075,0.84915,0.54064,1.17892,0.8675,1.43538,0.000385073,0.000385073,0.000385073
68,480.396,0.90471,0.88898,1.29394,0.73801,0.78073,0.78263,0.5556,0.98474,0.87731,1.24259,0.000374074,0.000374074,0.000374074
69,488.639,0.9021,0.92526,1.29526,0.76976,0.75315,0.82861,0.54997,1.02874,0.8512,1.29655,0.000363075,0.000363075,0.000363075
70,496.581,0.90208,0.9457,1.28356,0.78277,0.84056,0.86813,0.59198,1.08939,0.81098,1.34907,0.000352076,0.000352076,0.000352076
71,504.54,0.87227,0.879,1.26788,0.81372,0.81277,0.8562,0.57019,1.02205,0.85758,1.28231,0.000341077,0.000341077,0.000341077
72,512.392,0.89366,0.88482,1.29341,0.83665,0.76824,0.83201,0.53995,1.06376,0.7584,1.3058,0.000330078,0.000330078,0.000330078
73,520.772,0.87446,0.89616,1.26163,0.84205,0.82074,0.87933,0.57723,1.12395,0.73667,1.38059,0.000319079,0.000319079,0.000319079
