epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,77.3949,1.36456,1.92183,1.63225,0.8163,0.31838,0.34436,0.18996,1.48907,2.49436,1.71596,0.00123094,0.00123094,0.00123094
16,82.4108,1.32712,1.89713,1.60977,0.70427,0.29187,0.30697,0.18209,1.33828,2.65839,1.62319,0.00121679,0.00121679,0.00121679
17,87.4827,1.27057,1.79957,1.57963,0.68352,0.27911,0.32264,0.16715,1.5832,2.28623,1.88445,0.00120265,0.00120265,0.00120265
18,92.6109,1.29028,1.83617,1.56703,0.63847,0.35247,0.22376,0.1182,1.66599,2.39577,1.9081,0.0011885,0.0011885,0.0011885
19,97.6722,1.27871,1.74786,1.54868,0.58386,0.3445,0.28261,0.18133,1.50487,2.39089,1.61621,0.00117435,0.00117435,0.00117435
20,102.983,1.25128,1.75675,1.55102,0.37535,0.43567,0.37657,0.18898,1.31123,3.49488,1.53849,0.00116021,0.00116021,0.00116021
21,108.238,1.2647,1.71594,1.5297,0.24583,0.3748,0.28945,0.1548,1.55167,2.45626,1.63561,0.00114606,0.00114606,0.00114606
22,113.392,1.24185,1.77629,1.54084,0.65247,0.26125,0.25926,0.12384,1.63226,3.41827,1.81239,0.00113191,0.00113191,0.00113191
23,118.637,1.22976,1.74206,1.53937,0.61582,0.38067,0.29748,0.15464,1.78459,1.8187,1.90265,0.00111776,0.00111776,0.00111776
24,123.847,1.25631,1.67392,1.52506,0.66358,0.41763,0.31324,0.17507,1.42143,1.8542,1.5832,0.00110362,0.00110362,0.00110362
25,129.191,1.24025,1.6644,1.51177,0.68754,0.33084,0.32069,0.18564,1.30759,2.20527,1.51106,0.00108947,0.00108947,0.00108947
26,134.58,1.22875,1.61458,1.51313,0.75848,0.3748,0.39608,0.20826,1.61223,2.08538,1.88558,0.00107532,0.00107532,0.00107532
27,140.106,1.16883,1.5775,1.46101,0.68331,0.43089,0.35657,0.19124,1.46717,2.08403,1.52175,0.00106118,0.00106118,0.00106118
28,145.531,1.15564,1.51817,1.46602,0.72808,0.29665,0.30018,0.14517,1.62648,2.36572,1.67776,0.00104703,0.00104703,0.00104703
29,150.785,1.20693,1.65366,1.51499,0.75846,0.27432,0.28095,0.13886,1.85403,2.48667,1.94926,0.00103288,0.00103288,0.00103288
30,156.019,1.18524,1.54041,1.50314,0.64486,0.3445,0.30293,0.1755,1.39965,2.11808,1.57836,0.00101873,0.00101873,0.00101873
31,161.349,1.15946,1.49461,1.44454,0.70921,0.39562,0.35533,0.19948,1.44978,1.73231,1.52746,0.00100459,0.00100459,0.00100459
32,166.683,1.12095,1.3802,1.42701,0.78639,0.29062,0.32509,0.19164,1.54075,1.93811,1.69087,0.00099044,0.00099044,0.00099044
33,171.973,1.13061,1.34079,1.43997,0.38382,0.33174,0.36208,0.19044,1.71952,2.15757,1.95031,0.000976293,0.000976293,0.000976293
34,177.221,1.1322,1.46769,1.45074,0.2946,0.37369,0.30831,0.17258,1.50611,2.34328,1.60973,0.000962146,0.000962146,0.000962146
35,182.612,1.15576,1.46054,1.44539,0.7226,0.40534,0.35229,0.19817,1.41049,1.87031,1.52411,0.000947999,0.000947999,0.000947999
36,188.012,1.11992,1.43281,1.4396,0.68714,0.3445,0.38023,0.22301,1.56137,1.92551,1.66965,0.000933851,0.000933851,0.000933851
37,193.401,1.10903,1.39192,1.43255,0.73025,0.34215,0.33816,0.17609,1.4645,2.02909,1.62537,0.000919704,0.000919704,0.000919704
38,198.672,1.12689,1.39166,1.44962,0.2844,0.39365,0.3063,0.18932,1.25075,1.93513,1.42092,0.000905557,0.000905557,0.000905557
39,204.021,1.09159,1.29918,1.39897,0.59003,0.39234,0.29049,0.15876,1.29298,2.22212,1.45739,0.00089141,0.00089141,0.00089141
40,209.354,1.09108,1.29267,1.40722,0.67147,0.34149,0.29651,0.17415,1.45167,1.90224,1.56549,0.000877263,0.000877263,0.000877263
41,214.774,1.10392,1.34453,1.41371,0.61492,0.32755,0.29444,0.15757,1.58428,1.90097,1.72264,0.000863116,0.000863116,0.000863116
42,220.371,1.06851,1.26215,1.38458,0.6745,0.37959,0.33285,0.20048,1.21355,1.74873,1.26323,0.000848969,0.000848969,0.000848969
43,225.57,1.04978,1.25481,1.3517,0.31176,0.41682,0.33769,0.18914,1.27692,2.04696,1.44823,0.000834822,0.000834822,0.000834822
44,230.854,1.04078,1.21955,1.35133,0.39277,0.42377,0.38758,0.21235,1.46152,2.10649,1.61749,0.000820675,0.000820675,0.000820675
45,236.292,1.05427,1.27761,1.37309,0.57213,0.35407,0.31209,0.18134,1.32239,2.36159,1.47387,0.000806528,0.000806528,0.000806528
46,241.739,1.09986,1.29651,1.41452,0.63571,0.37959,0.33444,0.18889,1.35682,1.81362,1.52026,0.00079238,0.00079238,0.00079238
47,247.272,1.05918,1.21923,1.36499,0.63552,0.3748,0.30573,0.17253,1.45045,2.33233,1.61239,0.000778233,0.000778233,0.000778233
48,252.964,1.11362,1.31743,1.42365,0.66614,0.39234,0.32264,0.17266,1.43792,2.02469,1.5282,0.000764086,0.000764086,0.000764086
49,258.381,1.08151,1.25864,1.37331,0.65998,0.37959,0.34747,0.20224,1.4038,1.85585,1.45816,0.000749939,0.000749939,0.000749939
50,264.061,1.00505,1.17353,1.34529,0.68283,0.41467,0.34973,0.21032,1.20978,2.06017,1.40384,0.000735792,0.000735792,0.000735792
51,269.574,1.055,1.20073,1.38737,0.33854,0.38394,0.32453,0.18677,1.34303,2.40049,1.48994,0.000721645,0.000721645,0.000721645
