epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,78.9967,1.25859,1.69432,1.60521,0.66833,0.58321,0.5724,0.34483,1.32868,1.73754,1.62686,0.000979013,0.000979013,0.000979013
14,84.8671,1.24662,1.71083,1.58861,0.61515,0.77,0.71935,0.37448,1.53205,1.34273,1.723,0.000968014,0.000968014,0.000968014
15,90.9775,1.29784,1.66094,1.60151,0.59607,0.59208,0.70082,0.42862,1.32876,1.50492,1.67922,0.000957015,0.000957015,0.000957015
16,97.066,1.29184,1.65378,1.5979,0.46441,0.78957,0.65002,0.4063,1.37906,1.30827,1.67773,0.000946016,0.000946016,0.000946016
17,103.34,1.2242,1.58423,1.53184,0.56579,0.7575,0.64615,0.34491,1.47156,1.67571,1.78661,0.000935018,0.000935018,0.000935018
18,109.492,1.22577,1.58014,1.55958,0.63863,0.873,0.74377,0.42693,1.36885,1.37726,1.59957,0.000924019,0.000924019,0.000924019
19,115.43,1.23787,1.56954,1.5475,0.67152,0.70224,0.69607,0.36201,1.55081,1.19716,1.75972,0.00091302,0.00091302,0.00091302
20,121.463,1.21552,1.51481,1.54072,0.5096,0.70824,0.61353,0.33674,1.4625,1.305,1.77601,0.000902021,0.000902021,0.000902021
21,127.58,1.18548,1.42775,1.51477,0.7353,0.66115,0.72751,0.45148,1.29454,1.02963,1.61388,0.000891022,0.000891022,0.000891022
22,133.66,1.19008,1.4186,1.52928,0.59046,0.80845,0.6601,0.37654,1.44045,1.71677,1.6944,0.000880023,0.000880023,0.000880023
23,139.858,1.18666,1.41112,1.52086,0.73749,0.8,0.80474,0.46427,1.19674,1.06182,1.50876,0.000869024,0.000869024,0.000869024
24,146.018,1.14975,1.39343,1.48943,0.61863,0.81648,0.76061,0.45139,1.23222,1.10644,1.49984,0.000858025,0.000858025,0.000858025
25,152.277,1.16402,1.39059,1.49319,0.59441,0.84019,0.74826,0.46691,1.346,1.03304,1.63576,0.000847026,0.000847026,0.000847026
26,158.677,1.15475,1.32867,1.48201,0.58618,0.89,0.71727,0.38931,1.57802,1.10222,1.82577,0.000836027,0.000836027,0.000836027
27,164.828,1.13126,1.36041,1.4724,0.69833,0.72403,0.79058,0.48779,1.20797,0.95314,1.49275,0.000825029,0.000825029,0.000825029
28,171.063,1.14855,1.33789,1.47984,0.62906,0.85,0.774,0.46794,1.22938,1.09233,1.53281,0.00081403,0.00081403,0.00081403
29,177.429,1.1216,1.28412,1.45673,0.81995,0.61755,0.66582,0.34352,1.67828,1.16406,1.96775,0.000803031,0.000803031,0.000803031
30,183.613,1.14707,1.29476,1.47965,0.66929,0.86145,0.79132,0.46256,1.43516,0.99687,1.59785,0.000792032,0.000792032,0.000792032
31,189.874,1.1308,1.27973,1.46866,0.73775,0.78,0.80279,0.49163,1.22359,0.88221,1.49928,0.000781033,0.000781033,0.000781033
32,196.126,1.08469,1.25666,1.42639,0.62812,0.83786,0.79438,0.5209,1.21131,1.00887,1.49622,0.000770034,0.000770034,0.000770034
33,202.917,1.09939,1.23794,1.43559,0.69402,0.82491,0.77925,0.43038,1.60548,0.99684,1.88618,0.000759035,0.000759035,0.000759035
34,209.89,1.08273,1.2235,1.43725,0.71326,0.71772,0.71493,0.40978,1.2564,1.18187,1.55241,0.000748036,0.000748036,0.000748036
35,217.013,1.10279,1.22918,1.44344,0.6383,0.81043,0.7369,0.40256,1.57376,1.07946,1.80867,0.000737037,0.000737037,0.000737037
36,224.319,1.1255,1.22528,1.45858,0.66086,0.74,0.74019,0.42856,1.40179,0.98527,1.658,0.000726038,0.000726038,0.000726038
37,231.679,1.08967,1.2474,1.44279,0.69647,0.79703,0.80295,0.48222,1.31762,1.03441,1.58584,0.00071504,0.00071504,0.00071504
38,238.976,1.05873,1.13159,1.40236,0.77596,0.79236,0.76359,0.43271,1.57874,1.11023,1.87247,0.000704041,0.000704041,0.000704041
39,246.083,1.05331,1.209,1.41638,0.75317,0.79,0.78899,0.48673,1.25813,0.84904,1.56096,0.000693042,0.000693042,0.000693042
40,253.746,1.02605,1.13439,1.38888,0.90106,0.88863,0.89709,0.55923,1.1153,1.09071,1.39852,0.000682043,0.000682043,0.000682043
41,260.995,1.05592,1.15618,1.42518,0.8221,0.75666,0.78412,0.46838,1.33354,0.98197,1.59426,0.000671044,0.000671044,0.000671044
42,268.302,1.0208,1.1322,1.38942,0.76691,0.82425,0.8207,0.47251,1.35107,0.86719,1.62133,0.000660045,0.000660045,0.000660045
43,275.395,1.03283,1.11099,1.39811,0.68757,0.85175,0.81358,0.49726,1.19263,0.82267,1.53775,0.000649046,0.000649046,0.000649046
44,282.469,1.03703,1.1233,1.39711,0.66313,0.87,0.76178,0.44395,1.40017,0.98529,1.68243,0.000638047,0.000638047,0.000638047
45,290.139,1.03229,1.08627,1.38581,0.74708,0.79358,0.82794,0.49958,1.29054,0.86374,1.5488,0.000627048,0.000627048,0.000627048
46,297.626,1.02876,1.07608,1.3728,0.72717,0.7392,0.76661,0.52386,1.06448,0.88397,1.36958,0.000616049,0.000616049,0.000616049
47,305.075,1.03163,1.11083,1.38074,0.88125,0.75937,0.86503,0.54842,1.24066,0.84509,1.52441,0.000605051,0.000605051,0.000605051
48,312.759,0.99555,1.05819,1.36922,0.88868,0.77171,0.84827,0.51223,1.32475,0.92024,1.54342,0.000594052,0.000594052,0.000594052
49,320.077,0.98319,1.0045,1.35227,0.82926,0.76474,0.77824,0.48568,1.2104,0.81996,1.49536,0.000583053,0.000583053,0.000583053
50,327.181,1.02311,1.05652,1.38461,0.78994,0.7,0.81764,0.54654,1.11477,0.93847,1.38657,0.000572054,0.000572054,0.000572054
51,334.244,0.95467,0.98917,1.33249,0.69454,0.77962,0.80938,0.49635,1.27987,0.85318,1.5581,0.000561055,0.000561055,0.000561055
52,341.353,0.97131,1.00272,1.35203,0.61833,0.75791,0.74546,0.49992,1.01638,0.79327,1.38922,0.000550056,0.000550056,0.000550056
53,348.591,1.00845,1.0641,1.36849,0.83609,0.75,0.79148,0.51418,1.18319,0.86006,1.44723,0.000539057,0.000539057,0.000539057
54,355.91,0.94778,1.00171,1.31712,0.73692,0.78258,0.78243,0.4901,1.22357,1.03348,1.46563,0.000528058,0.000528058,0.000528058
55,363.291,0.95566,1.02174,1.34256,0.81121,0.72135,0.81001,0.49977,1.19522,1.09645,1.49411,0.000517059,0.000517059,0.000517059
